age,workclass,occupation,hours.per.week,income,age_groups,Education Level
27,Private,Handlers-cleaners,40,<=50K,21-30,School Level
35,Private,Craft-repair,40,<=50K,31-40,School Level
36,Private,Handlers-cleaners,37,<=50K,31-40,School Level
23,Private,Sales,20,<=50K,21-30,College Level
22,Private,Transport-moving,40,<=50K,21-30,School Level
65,Self-emp-inc,Exec-managerial,40,>50K,61-70,College Level
25,Private,Sales,40,<=50K,21-30,School Level
31,Private,Sales,40,<=50K,31-40,College Level
50,State-gov,Exec-managerial,40,>50K,41-50,College Level
49,State-gov,Prof-specialty,50,>50K,41-50,College Level
43,Private,Exec-managerial,40,<=50K,41-50,College Level
23,Federal-gov,Adm-clerical,40,<=50K,21-30,College Level
23,Private,Sales,40,<=50K,21-30,College Level
63,Private,Craft-repair,40,<=50K,61-70,School Level
33,Private,Farming-fishing,40,<=50K,31-40,School Level
51,Self-emp-inc,Farming-fishing,50,<=50K,51-60,College Level
31,Private,Craft-repair,45,<=50K,31-40,School Level
31,Private,Adm-clerical,36,<=50K,31-40,College Level
47,Private,Sales,40,>50K,41-50,Associate
54,State-gov,Protective-serv,40,>50K,51-60,College Level
23,Private,Sales,40,<=50K,21-30,College Level
34,Private,Exec-managerial,40,>50K,31-40,School Level
46,Private,Other-service,35,>50K,41-50,School Level
34,Private,Sales,50,>50K,31-40,Associate
31,Private,Other-service,50,<=50K,31-40,School Level
41,Private,Tech-support,40,<=50K,41-50,School Level
27,Self-emp-not-inc,Prof-specialty,30,<=50K,21-30,Associate
23,Private,Craft-repair,40,<=50K,21-30,College Level
59,Federal-gov,Adm-clerical,40,<=50K,51-60,Associate
35,Self-emp-not-inc,Transport-moving,40,<=50K,31-40,School Level
59,Private,Other-service,45,<=50K,51-60,School Level
47,Private,Craft-repair,40,>50K,41-50,Associate
51,Self-emp-not-inc,Sales,44,<=50K,51-60,School Level
42,Private,Adm-clerical,45,<=50K,41-50,College Level
29,Federal-gov,Adm-clerical,40,<=50K,21-30,College Level
23,Private,Craft-repair,45,<=50K,21-30,School Level
43,Self-emp-not-inc,Craft-repair,60,<=50K,41-50,School Level
46,Private,Exec-managerial,40,<=50K,41-50,College Level
30,Private,Adm-clerical,40,<=50K,21-30,College Level
23,Private,Tech-support,20,<=50K,21-30,College Level
29,State-gov,Prof-specialty,35,<=50K,21-30,Masters
33,Private,Exec-managerial,45,<=50K,31-40,School Level
46,Local-gov,Adm-clerical,45,<=50K,41-50,College Level
35,Private,Adm-clerical,40,<=50K,31-40,College Level
25,Private,Exec-managerial,37,<=50K,21-30,School Level
35,Private,Sales,40,<=50K,31-40,College Level
30,Private,Machine-op-inspct,42,<=50K,21-30,School Level
37,Private,Craft-repair,55,<=50K,31-40,College Level
22,Private,Machine-op-inspct,42,<=50K,21-30,School Level
25,Private,Transport-moving,60,<=50K,21-30,School Level
50,Private,Sales,40,<=50K,41-50,School Level
33,Private,Prof-specialty,45,<=50K,31-40,Associate
59,Self-emp-inc,Farming-fishing,40,<=50K,51-60,School Level
24,Private,Adm-clerical,40,<=50K,21-30,School Level
41,Private,Sales,55,<=50K,41-50,College Level
60,Private,Exec-managerial,60,<=50K,51-60,College Level
19,Private,Machine-op-inspct,30,<=50K,17-20,School Level
23,Private,Craft-repair,40,<=50K,21-30,College Level
24,Private,Prof-specialty,40,<=50K,21-30,College Level
32,Private,Craft-repair,50,>50K,31-40,School Level
27,Private,Sales,45,>50K,21-30,College Level
43,Private,Adm-clerical,55,<=50K,41-50,Associate
54,Private,Exec-managerial,40,<=50K,51-60,Associate
22,Private,Farming-fishing,45,<=50K,21-30,School Level
29,Private,Craft-repair,50,<=50K,21-30,School Level
22,Private,Farming-fishing,50,<=50K,21-30,School Level
37,Private,Sales,50,>50K,31-40,College Level
38,Self-emp-not-inc,Prof-specialty,50,>50K,31-40,Masters
34,Private,Handlers-cleaners,40,<=50K,31-40,College Level
28,Private,Priv-house-serv,40,<=50K,21-30,School Level
68,Private,Prof-specialty,40,<=50K,61-70,Masters
36,Private,Machine-op-inspct,40,<=50K,31-40,School Level
20,Private,Other-service,30,<=50K,17-20,School Level
24,Private,Craft-repair,45,<=50K,21-30,College Level
38,Private,Exec-managerial,40,<=50K,31-40,College Level
32,Private,Exec-managerial,40,<=50K,31-40,College Level
28,Private,Other-service,50,<=50K,21-30,College Level
32,Private,Prof-specialty,40,>50K,31-40,College Level
58,Private,Machine-op-inspct,40,<=50K,51-60,School Level
38,Private,Sales,50,<=50K,31-40,College Level
43,Private,Adm-clerical,40,<=50K,41-50,School Level
28,Private,Farming-fishing,40,<=50K,21-30,School Level
23,Private,Prof-specialty,20,<=50K,21-30,College Level
41,Private,Craft-repair,40,<=50K,41-50,College Level
27,Private,Prof-specialty,40,<=50K,21-30,College Level
54,Private,Other-service,30,<=50K,51-60,School Level
28,Local-gov,Transport-moving,25,<=50K,21-30,School Level
36,Private,Craft-repair,30,<=50K,31-40,School Level
60,Self-emp-not-inc,Exec-managerial,40,<=50K,51-60,College Level
34,State-gov,Exec-managerial,38,<=50K,31-40,Masters
27,Private,Sales,42,>50K,21-30,College Level
60,Private,Sales,40,<=50K,51-60,School Level
39,Private,Craft-repair,40,<=50K,31-40,Associate
59,Private,Transport-moving,35,<=50K,51-60,School Level
34,Self-emp-not-inc,Prof-specialty,32,>50K,31-40,Masters
36,Private,Exec-managerial,40,<=50K,31-40,Associate
54,Private,Sales,40,>50K,51-60,College Level
48,Private,Tech-support,40,>50K,41-50,Associate
19,Private,Other-service,33,<=50K,17-20,School Level
40,Private,Prof-specialty,40,>50K,31-40,College Level
25,Private,Handlers-cleaners,45,<=50K,21-30,School Level
39,Private,Adm-clerical,40,<=50K,31-40,Associate
34,Self-emp-not-inc,Craft-repair,40,<=50K,31-40,College Level
30,Private,Other-service,30,<=50K,21-30,School Level
43,Private,Other-service,24,<=50K,41-50,School Level
35,Private,Prof-specialty,40,>50K,31-40,College Level
59,Self-emp-not-inc,Farming-fishing,65,>50K,51-60,School Level
33,Self-emp-not-inc,Craft-repair,40,<=50K,31-40,School Level
22,Private,Handlers-cleaners,50,<=50K,21-30,College Level
48,Private,Craft-repair,45,<=50K,41-50,School Level
54,Private,Adm-clerical,40,<=50K,51-60,School Level
49,Private,Adm-clerical,38,<=50K,41-50,College Level
37,Private,Tech-support,40,<=50K,31-40,College Level
45,Private,Machine-op-inspct,40,<=50K,41-50,School Level
51,Self-emp-inc,Sales,40,<=50K,51-60,College Level
46,Private,Craft-repair,40,<=50K,41-50,College Level
31,Self-emp-not-inc,Exec-managerial,40,>50K,31-40,College Level
39,Private,Adm-clerical,50,>50K,31-40,College Level
26,Private,Adm-clerical,40,>50K,21-30,College Level
31,Private,Prof-specialty,6,<=50K,31-40,Masters
39,Private,Machine-op-inspct,40,>50K,31-40,School Level
26,Private,Other-service,30,<=50K,21-30,School Level
25,Private,Tech-support,35,<=50K,21-30,College Level
49,Private,Sales,40,<=50K,41-50,School Level
53,Private,Prof-specialty,45,<=50K,51-60,College Level
52,Private,Machine-op-inspct,40,<=50K,51-60,School Level
52,Private,Transport-moving,55,<=50K,51-60,School Level
50,Private,Adm-clerical,40,<=50K,41-50,School Level
76,Private,Protective-serv,30,<=50K,71-80,School Level
19,Private,Adm-clerical,15,<=50K,17-20,School Level
25,Private,Transport-moving,40,<=50K,21-30,School Level
45,Private,Adm-clerical,40,<=50K,41-50,School Level
34,Private,Adm-clerical,35,<=50K,31-40,Associate
20,Private,Other-service,16,<=50K,17-20,College Level
27,Private,Tech-support,40,<=50K,21-30,College Level
43,Private,Other-service,60,<=50K,41-50,School Level
23,Private,Adm-clerical,40,<=50K,21-30,School Level
37,Federal-gov,Adm-clerical,40,<=50K,31-40,College Level
31,Private,Exec-managerial,40,<=50K,31-40,College Level
33,State-gov,Craft-repair,4,<=50K,31-40,College Level
28,Private,Sales,20,<=50K,21-30,Associate
35,Private,Adm-clerical,40,<=50K,31-40,College Level
41,Private,Tech-support,75,>50K,41-50,Associate
17,Private,Other-service,12,<=50K,,School Level
41,Local-gov,Prof-specialty,40,>50K,41-50,College Level
44,Private,Sales,45,<=50K,41-50,Associate
47,Private,Craft-repair,40,<=50K,41-50,School Level
24,Private,Handlers-cleaners,40,<=50K,21-30,School Level
38,Self-emp-not-inc,Other-service,40,<=50K,31-40,Associate
34,Private,Exec-managerial,52,<=50K,31-40,College Level
62,Local-gov,Other-service,35,<=50K,61-70,School Level
27,Local-gov,Adm-clerical,38,<=50K,21-30,School Level
59,Private,Adm-clerical,40,>50K,51-60,College Level
35,Private,Exec-managerial,40,<=50K,31-40,Masters
38,Private,Other-service,32,<=50K,31-40,School Level
28,Private,Other-service,50,<=50K,21-30,College Level
28,Private,Adm-clerical,38,<=50K,21-30,School Level
59,State-gov,Transport-moving,40,<=50K,51-60,School Level
42,Private,Adm-clerical,40,<=50K,41-50,College Level
54,Local-gov,Prof-specialty,32,>50K,51-60,Masters
39,Private,Prof-specialty,45,<=50K,31-40,School Level
41,Private,Farming-fishing,40,<=50K,41-50,College Level
43,Private,Adm-clerical,40,<=50K,41-50,College Level
32,Self-emp-inc,Other-service,50,>50K,31-40,College Level
58,Private,Adm-clerical,40,<=50K,51-60,School Level
43,Private,Craft-repair,40,<=50K,41-50,School Level
31,Private,Machine-op-inspct,40,<=50K,31-40,School Level
51,Local-gov,Prof-specialty,70,>50K,51-60,Masters
54,Private,Other-service,36,<=50K,51-60,College Level
20,Private,Machine-op-inspct,70,<=50K,17-20,College Level
35,Private,Sales,40,>50K,31-40,College Level
22,Private,Other-service,36,<=50K,21-30,School Level
42,Private,Exec-managerial,40,<=50K,41-50,School Level
44,State-gov,Adm-clerical,40,>50K,41-50,Masters
28,Self-emp-not-inc,Farming-fishing,70,>50K,21-30,School Level
74,Self-emp-inc,Exec-managerial,35,>50K,71-80,College Level
34,Private,Exec-managerial,40,<=50K,31-40,School Level
50,State-gov,Prof-specialty,52,<=50K,41-50,School Level
50,Private,Exec-managerial,40,<=50K,41-50,Associate
43,Private,Handlers-cleaners,40,<=50K,41-50,School Level
29,Self-emp-not-inc,Craft-repair,40,<=50K,21-30,School Level
61,Private,Exec-managerial,50,>50K,61-70,School Level
21,Private,Adm-clerical,40,<=50K,17-20,College Level
47,Private,Prof-specialty,40,>50K,41-50,Masters
33,Private,Craft-repair,40,<=50K,31-40,School Level
22,Private,Sales,37,<=50K,21-30,School Level
38,Private,Adm-clerical,40,<=50K,31-40,College Level
45,Private,Craft-repair,40,<=50K,41-50,College Level
42,Private,Machine-op-inspct,45,>50K,41-50,School Level
35,Private,Craft-repair,45,<=50K,31-40,College Level
21,Private,Adm-clerical,40,<=50K,17-20,School Level
49,State-gov,Adm-clerical,44,<=50K,41-50,Associate
50,Private,Prof-specialty,40,<=50K,41-50,College Level
36,State-gov,Prof-specialty,36,>50K,31-40,Masters
20,Private,Adm-clerical,20,<=50K,17-20,School Level
49,Private,Prof-specialty,40,<=50K,41-50,School Level
40,State-gov,Prof-specialty,60,>50K,31-40,College Level
22,Private,Adm-clerical,40,<=50K,21-30,College Level
67,Private,Adm-clerical,20,<=50K,61-70,School Level
21,Private,Adm-clerical,40,<=50K,17-20,College Level
60,Self-emp-not-inc,Farming-fishing,50,<=50K,51-60,School Level
17,Private,Other-service,12,<=50K,,School Level
49,State-gov,Exec-managerial,45,>50K,41-50,College Level
38,Private,Craft-repair,40,<=50K,31-40,College Level
38,Private,Craft-repair,40,<=50K,31-40,School Level
40,Private,Sales,40,<=50K,31-40,College Level
40,Private,Transport-moving,60,>50K,31-40,School Level
46,State-gov,Adm-clerical,40,<=50K,41-50,School Level
25,Private,Adm-clerical,22,<=50K,21-30,College Level
24,Private,Handlers-cleaners,48,<=50K,21-30,Associate
62,Private,Machine-op-inspct,48,<=50K,61-70,School Level
54,Private,Craft-repair,40,<=50K,51-60,School Level
23,Private,Adm-clerical,40,<=50K,21-30,College Level
60,Private,Adm-clerical,40,<=50K,51-60,School Level
18,Self-emp-inc,Farming-fishing,8,<=50K,17-20,School Level
41,Local-gov,Adm-clerical,40,<=50K,41-50,College Level
45,Local-gov,Prof-specialty,40,<=50K,41-50,Masters
62,State-gov,Exec-managerial,40,<=50K,61-70,Associate
28,Private,Tech-support,40,<=50K,21-30,College Level
36,Self-emp-inc,Exec-managerial,60,>50K,31-40,College Level
31,Private,Sales,40,<=50K,31-40,School Level
33,Self-emp-not-inc,Craft-repair,50,<=50K,31-40,School Level
62,Self-emp-not-inc,Prof-specialty,16,<=50K,61-70,College Level
27,Private,Other-service,40,<=50K,21-30,School Level
42,Federal-gov,Adm-clerical,40,>50K,41-50,Associate
55,Private,Handlers-cleaners,37,<=50K,51-60,School Level
41,Private,Sales,50,<=50K,41-50,School Level
45,Private,Adm-clerical,40,>50K,41-50,College Level
67,Self-emp-not-inc,Farming-fishing,65,<=50K,61-70,School Level
25,Private,Craft-repair,45,<=50K,21-30,Associate
22,Private,Exec-managerial,40,<=50K,21-30,College Level
19,Private,Other-service,20,<=50K,17-20,College Level
26,Private,Exec-managerial,45,<=50K,21-30,College Level
61,Private,Craft-repair,50,<=50K,61-70,School Level
43,Private,Adm-clerical,40,<=50K,41-50,School Level
53,Private,Priv-house-serv,20,<=50K,51-60,School Level
53,Federal-gov,Adm-clerical,45,<=50K,51-60,College Level
42,Self-emp-inc,Craft-repair,10,<=50K,41-50,School Level
36,Private,Adm-clerical,40,>50K,31-40,School Level
17,Private,Sales,16,<=50K,,School Level
55,Self-emp-not-inc,Prof-specialty,35,<=50K,51-60,College Level
36,Private,Exec-managerial,40,<=50K,31-40,School Level
40,Local-gov,Prof-specialty,40,>50K,31-40,Masters
54,Self-emp-not-inc,Other-service,10,<=50K,51-60,School Level
45,Self-emp-not-inc,Prof-specialty,45,<=50K,41-50,College Level
48,Private,Tech-support,40,>50K,41-50,College Level
40,Local-gov,Exec-managerial,60,>50K,31-40,College Level
31,Private,Prof-specialty,50,<=50K,31-40,College Level
26,Private,Adm-clerical,40,<=50K,21-30,College Level
19,Private,Adm-clerical,25,<=50K,17-20,School Level
31,Federal-gov,Craft-repair,40,<=50K,31-40,Associate
34,Private,Prof-specialty,30,<=50K,31-40,School Level
55,Local-gov,Exec-managerial,55,>50K,51-60,Masters
38,Private,Craft-repair,40,<=50K,31-40,College Level
21,Private,Handlers-cleaners,20,<=50K,17-20,School Level
27,Private,Craft-repair,40,<=50K,21-30,School Level
35,Private,Other-service,40,<=50K,31-40,School Level
20,Private,Adm-clerical,20,<=50K,17-20,College Level
24,Self-emp-not-inc,Other-service,38,<=50K,21-30,Associate
18,Federal-gov,Machine-op-inspct,4,<=50K,17-20,School Level
28,Local-gov,Adm-clerical,40,<=50K,21-30,College Level
36,Private,Transport-moving,40,<=50K,31-40,School Level
19,Private,Other-service,15,<=50K,17-20,College Level
59,Self-emp-not-inc,Exec-managerial,36,<=50K,51-60,School Level
33,Private,Transport-moving,46,<=50K,31-40,School Level
28,Private,Handlers-cleaners,40,<=50K,21-30,School Level
41,Private,Adm-clerical,55,<=50K,41-50,College Level
30,Private,Craft-repair,45,<=50K,21-30,School Level
59,Private,Craft-repair,40,<=50K,51-60,School Level
42,Private,Sales,60,<=50K,41-50,College Level
29,Private,Adm-clerical,40,<=50K,21-30,School Level
60,Private,Machine-op-inspct,50,>50K,51-60,College Level
41,Private,Exec-managerial,60,<=50K,41-50,School Level
32,Private,Sales,30,<=50K,31-40,College Level
20,Private,Sales,30,<=50K,17-20,School Level
49,Private,Sales,40,>50K,41-50,Masters
36,Local-gov,Prof-specialty,40,<=50K,31-40,College Level
33,State-gov,Adm-clerical,45,<=50K,31-40,College Level
25,Private,Other-service,34,<=50K,21-30,College Level
40,Local-gov,Protective-serv,40,<=50K,31-40,Associate
48,Private,Transport-moving,44,<=50K,41-50,School Level
51,Private,Handlers-cleaners,50,<=50K,51-60,College Level
22,Private,Handlers-cleaners,20,<=50K,21-30,Associate
34,Private,Prof-specialty,50,<=50K,31-40,College Level
22,Private,Sales,40,<=50K,21-30,School Level
56,Private,Other-service,40,<=50K,51-60,School Level
36,Private,Other-service,40,<=50K,31-40,College Level
18,Private,Sales,20,<=50K,17-20,College Level
26,Self-emp-not-inc,Craft-repair,50,<=50K,21-30,School Level
48,Private,Exec-managerial,50,<=50K,41-50,School Level
35,Self-emp-not-inc,Exec-managerial,40,<=50K,31-40,School Level
29,Private,Handlers-cleaners,40,<=50K,21-30,School Level
47,Private,Craft-repair,40,>50K,41-50,School Level
21,Private,Adm-clerical,12,<=50K,17-20,Associate
28,Private,Sales,50,<=50K,21-30,College Level
53,Private,Transport-moving,40,>50K,51-60,College Level
65,Federal-gov,Adm-clerical,40,<=50K,61-70,School Level
26,Private,Adm-clerical,40,<=50K,21-30,College Level
26,Private,Craft-repair,50,<=50K,21-30,School Level
70,Private,Prof-specialty,20,<=50K,61-70,School Level
55,Private,Machine-op-inspct,40,<=50K,51-60,College Level
27,Federal-gov,Transport-moving,35,<=50K,21-30,College Level
31,Private,Exec-managerial,40,>50K,31-40,College Level
24,Private,Craft-repair,40,<=50K,21-30,School Level
22,Private,Other-service,40,<=50K,21-30,School Level
26,Private,Craft-repair,40,<=50K,21-30,School Level
23,Private,Craft-repair,40,<=50K,21-30,School Level
41,Self-emp-not-inc,Farming-fishing,60,<=50K,41-50,School Level
52,Private,Sales,40,<=50K,51-60,Masters
41,Self-emp-not-inc,Farming-fishing,40,<=50K,41-50,School Level
59,Self-emp-not-inc,Farming-fishing,40,<=50K,51-60,School Level
65,Private,Exec-managerial,40,>50K,61-70,College Level
24,Local-gov,Prof-specialty,40,<=50K,21-30,College Level
31,Private,Handlers-cleaners,45,<=50K,31-40,College Level
84,Private,Prof-specialty,16,<=50K,81-90,School Level
51,Private,Craft-repair,40,<=50K,51-60,College Level
24,Local-gov,Prof-specialty,50,<=50K,21-30,College Level
30,Private,Machine-op-inspct,45,<=50K,21-30,School Level
22,Private,Other-service,40,<=50K,21-30,School Level
30,Private,Prof-specialty,40,<=50K,21-30,Masters
47,Private,Exec-managerial,40,<=50K,41-50,College Level
19,Private,Sales,35,<=50K,17-20,School Level
43,Self-emp-not-inc,Adm-clerical,36,<=50K,41-50,College Level
30,Private,Exec-managerial,50,<=50K,21-30,College Level
46,Private,Exec-managerial,45,<=50K,41-50,Masters
49,Local-gov,Prof-specialty,60,<=50K,41-50,College Level
37,Private,Machine-op-inspct,40,<=50K,31-40,School Level
